"x","y","fert1","fert2","fert3","fert4","ph1","ph2","ph3","tex1","tex2","tex3","tex4"
19.1166671752161,-31.6166674293827,1,0,0,0,1,0,0,0,0,1,1
19.1333338418856,-31.6166674293827,1,0,0,0,1,0,0,0,0,1,0
19.1500005085551,-31.6166674293827,1,0,0,0,1,0,0,0,0,1,0
19.1666671752246,-31.6166674293827,1,0,0,1,1,1,0,0,1,1,0
18.33333384175,-31.6333340960509,0,1,1,0,0,1,1,1,0,0,1
18.9666671751907,-31.6333340960509,1,0,1,0,1,1,1,0,1,1,1
18.9833338418602,-31.6333340960509,1,0,1,0,1,1,0,0,1,0,1
19.0000005085297,-31.6333340960509,1,0,1,0,1,1,0,0,1,0,1
19.0166671751992,-31.6333340960509,1,0,1,0,1,1,0,0,1,1,0
19.0333338418686,-31.6333340960509,1,0,1,0,1,1,0,0,1,0,1
19.0500005085381,-31.6333340960509,1,0,1,0,1,1,0,0,1,0,1
19.0666671752076,-31.6333340960509,1,0,1,0,1,1,0,0,1,1,1
19.0833338418771,-31.6333340960509,1,0,1,0,1,1,0,0,1,1,1
19.1000005085466,-31.6333340960509,1,0,0,0,1,0,0,0,0,1,0
19.1166671752161,-31.6333340960509,1,0,0,0,1,0,0,0,0,1,0
19.1333338418856,-31.6333340960509,1,0,0,0,1,0,0,0,0,1,0
19.1500005085551,-31.6333340960509,1,0,0,0,1,0,0,0,0,1,0
19.1666671752246,-31.6333340960509,1,0,0,1,1,1,0,0,1,1,0
19.1833338418941,-31.6333340960509,1,0,1,1,1,1,0,0,1,1,0
19.2000005085636,-31.6333340960509,0,0,1,1,0,1,0,0,1,1,0
19.2166671752331,-31.6333340960509,1,0,0,1,1,1,1,0,1,1,0
